epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,,0.9328760504722595,,
0,99,,0.7804092168807983,,
0,149,,0.582488477230072,,
0,199,,0.4787216782569885,,
0,249,,0.3874804675579071,,
0,299,,0.42495888471603394,,
0,349,,0.1292496770620346,,
0,399,,0.32437488436698914,,
0,449,,0.13410428166389465,,
0,499,,0.27084141969680786,,
0,549,,0.11509887874126434,,
0,599,,0.2701989412307739,,
0,649,,0.14691582322120667,,
0,699,,0.10304135084152222,,
0,749,,0.20997481048107147,,
0,799,,0.31926900148391724,,
0,849,,0.1544228345155716,,
0,859,,,0.9509999752044678,0.1523146778345108
0,859,0.8702909350395203,,,
1,899,,0.09614802151918411,,
1,949,,0.11498887836933136,,
1,999,,0.16175109148025513,,
1,1049,,0.2144203633069992,,
1,1099,,0.14962492883205414,,
1,1149,,0.1480748951435089,,
1,1199,,0.036954015493392944,,
1,1249,,0.24946801364421844,,
1,1299,,0.27952754497528076,,
1,1349,,0.14830543100833893,,
1,1399,,0.0768398866057396,,
1,1449,,0.11176986247301102,,
1,1499,,0.042363569140434265,,
1,1549,,0.023885585367679596,,
1,1599,,0.04532752186059952,,
1,1649,,0.14162711799144745,,
1,1699,,0.1501179188489914,,
1,1719,,,0.9697999954223633,0.10395494103431702
1,1719,0.956854522228241,,,
2,1749,,0.0187213234603405,,
2,1799,,0.05045315623283386,,
2,1849,,0.08717847615480423,,
2,1899,,0.24338099360466003,,
2,1949,,0.250851035118103,,
2,1999,,0.15424877405166626,,
2,2049,,0.09020008891820908,,
2,2099,,0.014013348147273064,,
2,2149,,0.14838559925556183,,
2,2199,,0.04794050380587578,,
2,2249,,0.025906091555953026,,
2,2299,,0.058498065918684006,,
2,2349,,0.2933385670185089,,
2,2399,,0.05520614981651306,,
2,2449,,0.15869954228401184,,
2,2499,,0.07911104708909988,,
2,2549,,0.1614791750907898,,
2,2579,,,0.9760000109672546,0.0763113722205162
2,2579,0.9659454822540283,,,
3,2599,,0.043773096054792404,,
3,2649,,0.09873451292514801,,
3,2699,,0.21519625186920166,,
3,2749,,0.06518064439296722,,
3,2799,,0.02533552423119545,,
3,2849,,0.1673915535211563,,
3,2899,,0.042052824050188065,,
3,2949,,0.027295444160699844,,
3,2999,,0.13225504755973816,,
3,3049,,0.18935512006282806,,
3,3099,,0.02367677539587021,,
3,3149,,0.05203685536980629,,
3,3199,,0.09107273072004318,,
3,3249,,0.11114905774593353,,
3,3299,,0.10824613273143768,,
3,3349,,0.040269482880830765,,
3,3399,,0.04092029109597206,,
3,3439,,,0.9761999845504761,0.07840374857187271
3,3439,0.9730181694030762,,,
4,3449,,0.04421159625053406,,
4,3499,,0.055563803762197495,,
4,3549,,0.01976572349667549,,
4,3599,,0.10560061782598495,,
4,3649,,0.12445719540119171,,
4,3699,,0.04620000720024109,,
4,3749,,0.23538410663604736,,
4,3799,,0.170316681265831,,
4,3849,,0.16477933526039124,,
4,3899,,0.04141305387020111,,
4,3949,,0.005272317212074995,,
4,3999,,0.05120525509119034,,
4,4049,,0.14208641648292542,,
4,4099,,0.07119417935609818,,
4,4149,,0.18027275800704956,,
4,4199,,0.028110962361097336,,
4,4249,,0.11961229145526886,,
4,4299,,0.04188120365142822,,
4,4299,,,0.9778000116348267,0.0696459710597992
4,4299,0.9766363501548767,,,
5,4349,,0.01776360720396042,,
5,4399,,0.03676227480173111,,
5,4449,,0.05010746419429779,,
5,4499,,0.06760070472955704,,
5,4549,,0.004069829825311899,,
5,4599,,0.01864275336265564,,
5,4649,,0.0529184490442276,,
5,4699,,0.17350715398788452,,
5,4749,,0.051478996872901917,,
5,4799,,0.09926018118858337,,
5,4849,,0.03429960459470749,,
5,4899,,0.015030019916594028,,
5,4949,,0.02868887595832348,,
5,4999,,0.008016607724130154,,
5,5049,,0.04774222895503044,,
5,5099,,0.07257005572319031,,
5,5149,,0.05624647065997124,,
5,5159,,,0.9801999926567078,0.06626389920711517
5,5159,0.9783272743225098,,,
6,5199,,0.0773964375257492,,
6,5249,,0.005974050611257553,,
6,5299,,0.06394768506288528,,
6,5349,,0.08946088701486588,,
6,5399,,0.02747376263141632,,
6,5449,,0.05589822679758072,,
6,5499,,0.014222153462469578,,
6,5549,,0.07728195190429688,,
6,5599,,0.057450950145721436,,
6,5649,,0.0200875923037529,,
6,5699,,0.0278142262250185,,
6,5749,,0.09472744166851044,,
6,5799,,0.15594063699245453,,
6,5849,,0.09034199267625809,,
6,5899,,0.02647041529417038,,
6,5949,,0.07714231312274933,,
6,5999,,0.01550239697098732,,
6,6019,,,0.9829999804496765,0.0597173348069191
6,6019,0.9804545640945435,,,
7,6049,,0.04135473817586899,,
7,6099,,0.042624641209840775,,
7,6149,,0.005645727273076773,,
7,6199,,0.014651157893240452,,
7,6249,,0.016993170604109764,,
7,6299,,0.022206440567970276,,
7,6349,,0.020317640155553818,,
7,6399,,0.026151107624173164,,
7,6449,,0.12150850147008896,,
7,6499,,0.06363381445407867,,
7,6549,,0.0528470017015934,,
7,6599,,0.1844026893377304,,
7,6649,,0.10676504671573639,,
7,6699,,0.023195169866085052,,
7,6749,,0.0073596094734966755,,
7,6799,,0.0544385127723217,,
7,6849,,0.0680890679359436,,
7,6879,,,0.9837999939918518,0.05760405957698822
7,6879,0.9834181666374207,,,
8,6899,,0.01711576245725155,,
8,6949,,0.06207359582185745,,
8,6999,,0.007004627492278814,,
8,7049,,0.013263657689094543,,
8,7099,,0.025615757331252098,,
8,7149,,0.020786963403224945,,
8,7199,,0.11944516748189926,,
8,7249,,0.03967608883976936,,
8,7299,,0.08926188945770264,,
8,7349,,0.014863570220768452,,
8,7399,,0.07473796606063843,,
8,7449,,0.02260872907936573,,
8,7499,,0.06840219348669052,,
8,7549,,0.006546840071678162,,
8,7599,,0.0449008010327816,,
8,7649,,0.03599654138088226,,
8,7699,,0.01434509176760912,,
8,7739,,,0.9829999804496765,0.05577116832137108
8,7739,0.9836363792419434,,,
9,7749,,0.027070315554738045,,
9,7799,,0.00834075640887022,,
9,7849,,0.1007385104894638,,
9,7899,,0.0173041895031929,,
9,7949,,0.07579740881919861,,
9,7999,,0.0051957485266029835,,
9,8049,,0.02006377838551998,,
9,8099,,0.14457553625106812,,
9,8149,,0.029090726748108864,,
9,8199,,0.02198006957769394,,
9,8249,,0.030755961313843727,,
9,8299,,0.027398111298680305,,
9,8349,,0.3021274507045746,,
9,8399,,0.06113318353891373,,
9,8449,,0.010702214203774929,,
9,8499,,0.04994112625718117,,
9,8549,,0.03286838158965111,,
9,8599,,0.18508686125278473,,
9,8599,,,0.9846000075340271,0.04888644441962242
9,8599,0.9851090908050537,,,
